usage_start_date,cloud_provider,billing_account_id,environment,region,service_name,usage_type,usage_quantity,unblended_cost,currency,resource_id,line_item_description,tag_cost_center
2025-10-01,AWS,ACT-9712,Prod,eu-west-1,EC2,RunInstances,97.2456,43.76,USD,aws-ec2-prod-001,Charge for EC2 RunInstances in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-4018,Prod,eu-west-1,EC2,EBS:VolumeUsage,88.558,39.85,USD,aws-ec2-prod-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-1462,Prod,eu-west-1,EC2,DataTransfer-Out,65.4119,29.44,USD,aws-ec2-prod-001,Charge for EC2 DataTransfer-Out in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-4046,Prod,eu-west-1,S3,StandardStorage,47.9161,21.56,USD,aws-s3-prod-001,Charge for S3 StandardStorage in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-6689,Prod,eu-west-1,S3,Select-Storage,86.8299,39.07,USD,aws-s3-prod-001,Charge for S3 Select-Storage in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-7724,Prod,eu-west-1,S3,DataTransfer-Out,62.8561,28.29,USD,aws-s3-prod-001,Charge for S3 DataTransfer-Out in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-8720,Prod,eu-west-1,RDS,db.m5.large,66.1386,29.76,USD,aws-rds-prod-001,Charge for RDS db.m5.large in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-3557,Prod,eu-west-1,RDS,StorageUsage,54.0471,24.32,USD,aws-rds-prod-001,Charge for RDS StorageUsage in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-1289,Prod,eu-west-1,Lambda,Lambda-GB-Second,18.8375,8.48,USD,aws-lambda-prod-001,Charge for Lambda Lambda-GB-Second in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-7803,Prod,eu-west-1,Lambda,Requests,38.9425,17.52,USD,aws-lambda-prod-001,Charge for Lambda Requests in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-3888,Prod,eu-west-1,Databricks,Premium-Worker-DBU,59.6413,26.84,USD,aws-databricks-prod-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-7029,Prod,eu-west-1,Databricks,Serverless-SQL-DBU,77.1744,34.73,USD,aws-databricks-prod-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,FIN-OPS
2025-10-01,AWS,ACT-5644,Prod,ap-south-1,EC2,RunInstances,28.473,12.81,USD,aws-ec2-prod-001,Charge for EC2 RunInstances in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-4885,Prod,ap-south-1,EC2,EBS:VolumeUsage,84.4125,37.99,USD,aws-ec2-prod-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-1013,Prod,ap-south-1,EC2,DataTransfer-Out,19.6481,8.84,USD,aws-ec2-prod-001,Charge for EC2 DataTransfer-Out in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-5791,Prod,ap-south-1,S3,StandardStorage,36.0935,16.24,USD,aws-s3-prod-001,Charge for S3 StandardStorage in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-7234,Prod,ap-south-1,S3,Select-Storage,55.9757,25.19,USD,aws-s3-prod-001,Charge for S3 Select-Storage in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-7736,Prod,ap-south-1,S3,DataTransfer-Out,26.5328,11.94,USD,aws-s3-prod-001,Charge for S3 DataTransfer-Out in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-3461,Prod,ap-south-1,RDS,db.m5.large,78.8217,35.47,USD,aws-rds-prod-001,Charge for RDS db.m5.large in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-6651,Prod,ap-south-1,RDS,StorageUsage,61.3905,27.63,USD,aws-rds-prod-001,Charge for RDS StorageUsage in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-9557,Prod,ap-south-1,Lambda,Lambda-GB-Second,68.1583,30.67,USD,aws-lambda-prod-001,Charge for Lambda Lambda-GB-Second in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-6875,Prod,ap-south-1,Lambda,Requests,11.8753,5.34,USD,aws-lambda-prod-001,Charge for Lambda Requests in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-1751,Prod,ap-south-1,Databricks,Premium-Worker-DBU,32.478,14.62,USD,aws-databricks-prod-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-8297,Prod,ap-south-1,Databricks,Serverless-SQL-DBU,94.355,42.46,USD,aws-databricks-prod-001,Charge for Databricks Serverless-SQL-DBU in ap-south-1,FIN-OPS
2025-10-01,AWS,ACT-4308,Staging,us-east-1,EC2,RunInstances,18.0606,2.71,USD,aws-ec2-staging-001,Charge for EC2 RunInstances in us-east-1,ENG-RD
2025-10-01,AWS,ACT-1289,Staging,us-east-1,EC2,EBS:VolumeUsage,55.4203,8.31,USD,aws-ec2-staging-001,Charge for EC2 EBS:VolumeUsage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-5510,Staging,us-east-1,EC2,DataTransfer-Out,76.0588,11.41,USD,aws-ec2-staging-001,Charge for EC2 DataTransfer-Out in us-east-1,ENG-RD
2025-10-01,AWS,ACT-1808,Staging,us-east-1,S3,StandardStorage,38.6402,5.8,USD,aws-s3-staging-001,Charge for S3 StandardStorage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6149,Staging,us-east-1,S3,Select-Storage,87.8949,13.18,USD,aws-s3-staging-001,Charge for S3 Select-Storage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-2638,Staging,us-east-1,S3,DataTransfer-Out,62.5449,9.38,USD,aws-s3-staging-001,Charge for S3 DataTransfer-Out in us-east-1,ENG-RD
2025-10-01,AWS,ACT-2866,Staging,us-east-1,RDS,db.m5.large,18.4083,2.76,USD,aws-rds-staging-001,Charge for RDS db.m5.large in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6028,Staging,us-east-1,RDS,StorageUsage,79.2143,11.88,USD,aws-rds-staging-001,Charge for RDS StorageUsage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-1951,Staging,us-east-1,Lambda,Lambda-GB-Second,70.1781,10.53,USD,aws-lambda-staging-001,Charge for Lambda Lambda-GB-Second in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6459,Staging,us-east-1,Lambda,Requests,84.6924,12.7,USD,aws-lambda-staging-001,Charge for Lambda Requests in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6907,Staging,us-east-1,Databricks,Premium-Worker-DBU,13.4369,2.02,USD,aws-databricks-staging-001,Charge for Databricks Premium-Worker-DBU in us-east-1,ENG-RD
2025-10-01,AWS,ACT-1312,Staging,us-east-1,Databricks,Serverless-SQL-DBU,60.5457,9.08,USD,aws-databricks-staging-001,Charge for Databricks Serverless-SQL-DBU in us-east-1,ENG-RD
2025-10-01,AWS,ACT-2066,Staging,eu-west-1,EC2,RunInstances,45.8729,6.88,USD,aws-ec2-staging-001,Charge for EC2 RunInstances in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-6658,Staging,eu-west-1,EC2,EBS:VolumeUsage,32.4501,4.87,USD,aws-ec2-staging-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-8599,Staging,eu-west-1,EC2,DataTransfer-Out,79.7606,11.96,USD,aws-ec2-staging-001,Charge for EC2 DataTransfer-Out in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-6836,Staging,eu-west-1,S3,StandardStorage,54.9338,8.24,USD,aws-s3-staging-001,Charge for S3 StandardStorage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-6034,Staging,eu-west-1,S3,Select-Storage,61.3863,9.21,USD,aws-s3-staging-001,Charge for S3 Select-Storage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-1927,Staging,eu-west-1,S3,DataTransfer-Out,54.2216,8.13,USD,aws-s3-staging-001,Charge for S3 DataTransfer-Out in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-6603,Staging,eu-west-1,RDS,db.m5.large,24.7159,3.71,USD,aws-rds-staging-001,Charge for RDS db.m5.large in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-7975,Staging,eu-west-1,RDS,StorageUsage,38.304,5.75,USD,aws-rds-staging-001,Charge for RDS StorageUsage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-6084,Staging,eu-west-1,Lambda,Lambda-GB-Second,38.4323,5.76,USD,aws-lambda-staging-001,Charge for Lambda Lambda-GB-Second in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-7082,Staging,eu-west-1,Lambda,Requests,97.2475,14.59,USD,aws-lambda-staging-001,Charge for Lambda Requests in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-7724,Staging,eu-west-1,Databricks,Premium-Worker-DBU,90.5024,13.58,USD,aws-databricks-staging-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-7775,Staging,eu-west-1,Databricks,Serverless-SQL-DBU,74.6901,11.2,USD,aws-databricks-staging-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-8886,Staging,ap-south-1,EC2,RunInstances,38.0965,5.71,USD,aws-ec2-staging-001,Charge for EC2 RunInstances in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-7234,Staging,ap-south-1,EC2,EBS:VolumeUsage,98.9828,14.85,USD,aws-ec2-staging-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-7437,Staging,ap-south-1,EC2,DataTransfer-Out,72.8427,10.93,USD,aws-ec2-staging-001,Charge for EC2 DataTransfer-Out in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-9086,Staging,ap-south-1,S3,StandardStorage,27.8093,4.17,USD,aws-s3-staging-001,Charge for S3 StandardStorage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-7386,Staging,ap-south-1,S3,Select-Storage,60.1949,9.03,USD,aws-s3-staging-001,Charge for S3 Select-Storage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-7004,Staging,ap-south-1,S3,DataTransfer-Out,93.4593,14.02,USD,aws-s3-staging-001,Charge for S3 DataTransfer-Out in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-3811,Staging,ap-south-1,RDS,db.m5.large,78.3754,11.76,USD,aws-rds-staging-001,Charge for RDS db.m5.large in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-8537,Staging,ap-south-1,RDS,StorageUsage,66.7634,10.01,USD,aws-rds-staging-001,Charge for RDS StorageUsage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-1309,Staging,ap-south-1,Lambda,Lambda-GB-Second,14.9944,2.25,USD,aws-lambda-staging-001,Charge for Lambda Lambda-GB-Second in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-3682,Staging,ap-south-1,Lambda,Requests,93.9282,14.09,USD,aws-lambda-staging-001,Charge for Lambda Requests in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-8092,Staging,ap-south-1,Databricks,Premium-Worker-DBU,11.8036,1.77,USD,aws-databricks-staging-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-2768,Staging,ap-south-1,Databricks,Serverless-SQL-DBU,72.2261,10.83,USD,aws-databricks-staging-001,Charge for Databricks Serverless-SQL-DBU in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-3043,Dev,us-east-1,EC2,RunInstances,29.0645,4.36,USD,aws-ec2-dev-001,Charge for EC2 RunInstances in us-east-1,ENG-RD
2025-10-01,AWS,ACT-7981,Dev,us-east-1,EC2,EBS:VolumeUsage,85.5351,12.83,USD,aws-ec2-dev-001,Charge for EC2 EBS:VolumeUsage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6930,Dev,us-east-1,EC2,DataTransfer-Out,19.7196,2.96,USD,aws-ec2-dev-001,Charge for EC2 DataTransfer-Out in us-east-1,ENG-RD
2025-10-01,AWS,ACT-3883,Dev,us-east-1,S3,StandardStorage,98.2764,14.74,USD,aws-s3-dev-001,Charge for S3 StandardStorage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-8198,Dev,us-east-1,S3,Select-Storage,54.4419,8.17,USD,aws-s3-dev-001,Charge for S3 Select-Storage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-1612,Dev,us-east-1,S3,DataTransfer-Out,82.3317,12.35,USD,aws-s3-dev-001,Charge for S3 DataTransfer-Out in us-east-1,ENG-RD
2025-10-01,AWS,ACT-3064,Dev,us-east-1,RDS,db.m5.large,13.4332,2.01,USD,aws-rds-dev-001,Charge for RDS db.m5.large in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6836,Dev,us-east-1,RDS,StorageUsage,75.0743,11.26,USD,aws-rds-dev-001,Charge for RDS StorageUsage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-5417,Dev,us-east-1,Lambda,Lambda-GB-Second,95.0769,14.26,USD,aws-lambda-dev-001,Charge for Lambda Lambda-GB-Second in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6715,Dev,us-east-1,Lambda,Requests,57.2402,8.59,USD,aws-lambda-dev-001,Charge for Lambda Requests in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6808,Dev,us-east-1,Databricks,Premium-Worker-DBU,48.0235,7.2,USD,aws-databricks-dev-001,Charge for Databricks Premium-Worker-DBU in us-east-1,ENG-RD
2025-10-01,AWS,ACT-5181,Dev,us-east-1,Databricks,Serverless-SQL-DBU,27.1154,4.07,USD,aws-databricks-dev-001,Charge for Databricks Serverless-SQL-DBU in us-east-1,ENG-RD
2025-10-01,AWS,ACT-8021,Dev,eu-west-1,EC2,RunInstances,44.0666,6.61,USD,aws-ec2-dev-001,Charge for EC2 RunInstances in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-8906,Dev,eu-west-1,EC2,EBS:VolumeUsage,70.4752,10.57,USD,aws-ec2-dev-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-4936,Dev,eu-west-1,EC2,DataTransfer-Out,38.8722,5.83,USD,aws-ec2-dev-001,Charge for EC2 DataTransfer-Out in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-7322,Dev,eu-west-1,S3,StandardStorage,31.833,4.77,USD,aws-s3-dev-001,Charge for S3 StandardStorage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-9048,Dev,eu-west-1,S3,Select-Storage,55.979,8.4,USD,aws-s3-dev-001,Charge for S3 Select-Storage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-9660,Dev,eu-west-1,S3,DataTransfer-Out,31.9757,4.8,USD,aws-s3-dev-001,Charge for S3 DataTransfer-Out in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-4557,Dev,eu-west-1,RDS,db.m5.large,66.7888,10.02,USD,aws-rds-dev-001,Charge for RDS db.m5.large in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-8608,Dev,eu-west-1,RDS,StorageUsage,66.2164,9.93,USD,aws-rds-dev-001,Charge for RDS StorageUsage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-9516,Dev,eu-west-1,Lambda,Lambda-GB-Second,81.2943,12.19,USD,aws-lambda-dev-001,Charge for Lambda Lambda-GB-Second in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-6237,Dev,eu-west-1,Lambda,Requests,11.9913,1.8,USD,aws-lambda-dev-001,Charge for Lambda Requests in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-1157,Dev,eu-west-1,Databricks,Premium-Worker-DBU,91.7904,13.77,USD,aws-databricks-dev-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-7926,Dev,eu-west-1,Databricks,Serverless-SQL-DBU,93.7312,14.06,USD,aws-databricks-dev-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-5451,Dev,ap-south-1,EC2,RunInstances,62.2165,9.33,USD,aws-ec2-dev-001,Charge for EC2 RunInstances in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-9472,Dev,ap-south-1,EC2,EBS:VolumeUsage,79.0352,11.86,USD,aws-ec2-dev-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-5631,Dev,ap-south-1,EC2,DataTransfer-Out,34.6316,5.19,USD,aws-ec2-dev-001,Charge for EC2 DataTransfer-Out in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-6407,Dev,ap-south-1,S3,StandardStorage,43.8664,6.58,USD,aws-s3-dev-001,Charge for S3 StandardStorage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-6229,Dev,ap-south-1,S3,Select-Storage,12.1952,1.83,USD,aws-s3-dev-001,Charge for S3 Select-Storage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-7597,Dev,ap-south-1,S3,DataTransfer-Out,50.3075,7.55,USD,aws-s3-dev-001,Charge for S3 DataTransfer-Out in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-2763,Dev,ap-south-1,RDS,db.m5.large,70.4375,10.57,USD,aws-rds-dev-001,Charge for RDS db.m5.large in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-2195,Dev,ap-south-1,RDS,StorageUsage,65.7601,9.86,USD,aws-rds-dev-001,Charge for RDS StorageUsage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-1746,Dev,ap-south-1,Lambda,Lambda-GB-Second,66.0474,9.91,USD,aws-lambda-dev-001,Charge for Lambda Lambda-GB-Second in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-1163,Dev,ap-south-1,Lambda,Requests,42.8049,6.42,USD,aws-lambda-dev-001,Charge for Lambda Requests in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-2613,Dev,ap-south-1,Databricks,Premium-Worker-DBU,77.5284,11.63,USD,aws-databricks-dev-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-6668,Dev,ap-south-1,Databricks,Serverless-SQL-DBU,84.0664,12.61,USD,aws-databricks-dev-001,Charge for Databricks Serverless-SQL-DBU in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-4725,Shared-Services,us-east-1,EC2,RunInstances,34.6344,5.2,USD,aws-ec2-shared-services-001,Charge for EC2 RunInstances in us-east-1,ENG-RD
2025-10-01,AWS,ACT-8552,Shared-Services,us-east-1,EC2,EBS:VolumeUsage,88.5284,13.28,USD,aws-ec2-shared-services-001,Charge for EC2 EBS:VolumeUsage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-1754,Shared-Services,us-east-1,EC2,DataTransfer-Out,87.3148,13.1,USD,aws-ec2-shared-services-001,Charge for EC2 DataTransfer-Out in us-east-1,ENG-RD
2025-10-01,AWS,ACT-9081,Shared-Services,us-east-1,S3,StandardStorage,68.3561,10.25,USD,aws-s3-shared-services-001,Charge for S3 StandardStorage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-9564,Shared-Services,us-east-1,S3,Select-Storage,50.7199,7.61,USD,aws-s3-shared-services-001,Charge for S3 Select-Storage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6473,Shared-Services,us-east-1,S3,DataTransfer-Out,30.828,4.62,USD,aws-s3-shared-services-001,Charge for S3 DataTransfer-Out in us-east-1,ENG-RD
2025-10-01,AWS,ACT-5078,Shared-Services,us-east-1,RDS,db.m5.large,35.8745,5.38,USD,aws-rds-shared-services-001,Charge for RDS db.m5.large in us-east-1,ENG-RD
2025-10-01,AWS,ACT-2722,Shared-Services,us-east-1,RDS,StorageUsage,68.0162,10.2,USD,aws-rds-shared-services-001,Charge for RDS StorageUsage in us-east-1,ENG-RD
2025-10-01,AWS,ACT-5132,Shared-Services,us-east-1,Lambda,Lambda-GB-Second,24.3195,3.65,USD,aws-lambda-shared-services-001,Charge for Lambda Lambda-GB-Second in us-east-1,ENG-RD
2025-10-01,AWS,ACT-6880,Shared-Services,us-east-1,Lambda,Requests,88.957,13.34,USD,aws-lambda-shared-services-001,Charge for Lambda Requests in us-east-1,ENG-RD
2025-10-01,AWS,ACT-4041,Shared-Services,us-east-1,Databricks,Premium-Worker-DBU,54.8921,8.23,USD,aws-databricks-shared-services-001,Charge for Databricks Premium-Worker-DBU in us-east-1,ENG-RD
2025-10-01,AWS,ACT-4621,Shared-Services,us-east-1,Databricks,Serverless-SQL-DBU,50.6669,7.6,USD,aws-databricks-shared-services-001,Charge for Databricks Serverless-SQL-DBU in us-east-1,ENG-RD
2025-10-01,AWS,ACT-4590,Shared-Services,eu-west-1,EC2,RunInstances,29.0196,4.35,USD,aws-ec2-shared-services-001,Charge for EC2 RunInstances in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-3227,Shared-Services,eu-west-1,EC2,EBS:VolumeUsage,31.8746,4.78,USD,aws-ec2-shared-services-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-3401,Shared-Services,eu-west-1,EC2,DataTransfer-Out,47.6384,7.15,USD,aws-ec2-shared-services-001,Charge for EC2 DataTransfer-Out in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-9308,Shared-Services,eu-west-1,S3,StandardStorage,97.5028,14.63,USD,aws-s3-shared-services-001,Charge for S3 StandardStorage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-8263,Shared-Services,eu-west-1,S3,Select-Storage,75.0758,11.26,USD,aws-s3-shared-services-001,Charge for S3 Select-Storage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-2720,Shared-Services,eu-west-1,S3,DataTransfer-Out,23.6144,3.54,USD,aws-s3-shared-services-001,Charge for S3 DataTransfer-Out in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-1550,Shared-Services,eu-west-1,RDS,db.m5.large,62.0494,9.31,USD,aws-rds-shared-services-001,Charge for RDS db.m5.large in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-6339,Shared-Services,eu-west-1,RDS,StorageUsage,72.1527,10.82,USD,aws-rds-shared-services-001,Charge for RDS StorageUsage in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-2935,Shared-Services,eu-west-1,Lambda,Lambda-GB-Second,26.8966,4.03,USD,aws-lambda-shared-services-001,Charge for Lambda Lambda-GB-Second in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-8664,Shared-Services,eu-west-1,Lambda,Requests,45.2955,6.79,USD,aws-lambda-shared-services-001,Charge for Lambda Requests in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-2768,Shared-Services,eu-west-1,Databricks,Premium-Worker-DBU,11.6974,1.75,USD,aws-databricks-shared-services-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-4169,Shared-Services,eu-west-1,Databricks,Serverless-SQL-DBU,84.4982,12.67,USD,aws-databricks-shared-services-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,ENG-RD
2025-10-01,AWS,ACT-3751,Shared-Services,ap-south-1,EC2,RunInstances,58.7957,8.82,USD,aws-ec2-shared-services-001,Charge for EC2 RunInstances in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-1201,Shared-Services,ap-south-1,EC2,EBS:VolumeUsage,52.372,7.86,USD,aws-ec2-shared-services-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-8312,Shared-Services,ap-south-1,EC2,DataTransfer-Out,15.3328,2.3,USD,aws-ec2-shared-services-001,Charge for EC2 DataTransfer-Out in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-5442,Shared-Services,ap-south-1,S3,StandardStorage,74.751,11.21,USD,aws-s3-shared-services-001,Charge for S3 StandardStorage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-7102,Shared-Services,ap-south-1,S3,Select-Storage,57.7324,8.66,USD,aws-s3-shared-services-001,Charge for S3 Select-Storage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-8818,Shared-Services,ap-south-1,S3,DataTransfer-Out,12.7059,1.91,USD,aws-s3-shared-services-001,Charge for S3 DataTransfer-Out in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-9775,Shared-Services,ap-south-1,RDS,db.m5.large,11.6646,1.75,USD,aws-rds-shared-services-001,Charge for RDS db.m5.large in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-2996,Shared-Services,ap-south-1,RDS,StorageUsage,78.6412,11.8,USD,aws-rds-shared-services-001,Charge for RDS StorageUsage in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-3503,Shared-Services,ap-south-1,Lambda,Lambda-GB-Second,91.5189,13.73,USD,aws-lambda-shared-services-001,Charge for Lambda Lambda-GB-Second in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-1338,Shared-Services,ap-south-1,Lambda,Requests,57.9742,8.7,USD,aws-lambda-shared-services-001,Charge for Lambda Requests in ap-south-1,ENG-RD
2025-10-01,AWS,ACT-2961,Shared-Services,ap-south-1,Databricks,Premium-Worker-DBU,47.2261,7.08,USD,aws-databricks-shared-services-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,ENG-RD
